"title_english","type","source","year","rating","score","members","favorites","studios","genres"
"Technoroid: Overmind","TV","Mixed media",2023,"PG-13 - Teens 13 or older",6.53,16139,82,"Doga Kobo","Mystery, Sci-Fi"
"Nijiyon Animation","TV","4-koma manga",2023,"PG-13 - Teens 13 or older",6.81,13328,44,"Sunrise","Comedy"
"Gold Kingdom and Water Kingdom","Movie","Manga",2023,"PG-13 - Teens 13 or older",7.46,11684,27,"Madhouse","Fantasy, Romance"
"Soaring Sky! Pretty Cure","TV","Original",2023,"G - All Ages",7.61,11481,159,"Toei Animation","Action"
"UniteUp!","TV","Music",2023,"PG-13 - Teens 13 or older",7.05,11138,99,"CloverWorks","Slice of Life"
"Me & Roboco","TV","Manga",2023,"PG-13 - Teens 13 or older",6.83,8758,30,"Gallop","Comedy, Sci-Fi"
"SSSS.Gridman Movie","Movie","Original",2023,"PG-13 - Teens 13 or older",7.15,7429,17,"Trigger","Action, Sci-Fi"
"Cardfight!! Vanguard: will+Dress Season 2","TV","Original",2023,"PG-13 - Teens 13 or older",6.71,5371,20,"Kinema Citrus, GIFTanimation, Studio Jemi","Action"
"SSSS.Dynazenon Movie","Movie","Original",2023,"PG-13 - Teens 13 or older",6.97,4982,7,"Trigger","Action, Sci-Fi"
"Flaglia: Natsuyasumi no Monogatari","TV","Mixed media",2023,"PG-13 - Teens 13 or older",5.15,4734,34,"Gaina","Fantasy"
"Detective Conan: Ai Haibara's Story - Jet-Black Mystery Train","Movie","Manga",2023,"PG-13 - Teens 13 or older",7.35,4282,13,"TMS Entertainment","Mystery"
"The Klutzy Witch: Fuuka and the Witch of Darkness","Movie","Novel",2023,"PG-13 - Teens 13 or older",6.37,3892,4,"Production I.G","Fantasy"
"Deep Sea","Movie","Original",2023,"PG-13 - Teens 13 or older",7.4,3207,22,"October Media","Adventure, Fantasy"
"Doraemon Movie 42: Nobita to Sora no Utopia","Movie","Manga",2023,"PG - Children",7.38,2937,14,"Shin-Ei Animation","Adventure, Comedy, Sci-Fi"
"Soukyuu no Fafner: Dead Aggressor - Behind the Line","Movie","Original",2023,"PG-13 - Teens 13 or older",6.86,2650,3,"Production I.G","Action, Sci-Fi"
"KJ File 2nd Season","TV","Original",2023,"PG-13 - Teens 13 or older",5.23,1913,12,"ILCA, yell","Action, Sci-Fi"
"Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc","TV","Manga",2023,"R - 17+ (violence & profanity)",8.19,963683,9555,"ufotable","Action, Supernatural"
"[Oshi No Ko]","TV","Manga",2023,"PG-13 - Teens 13 or older",8.59,928576,30289,"Doga Kobo","Award Winning, Drama"
"Hell's Paradise","TV","Manga",2023,"R - 17+ (violence & profanity)",8.09,800279,8750,"MAPPA","Action, Adventure, Supernatural"
"Mashle: Magic and Muscles","TV","Manga",2023,"PG-13 - Teens 13 or older",7.62,681094,4388,"A-1 Pictures","Action, Comedy, Fantasy"
"Heavenly Delusion","TV","Manga",2023,"R - 17+ (violence & profanity)",8.21,555970,6816,"Production I.G","Adventure, Mystery, Sci-Fi"
"Dr. Stone: New World","TV","Manga",2023,"PG-13 - Teens 13 or older",8.15,526460,3221,"TMS Entertainment","Adventure, Comedy, Sci-Fi"
"My Love Story with Yamada-kun at Lv999","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.78,474884,4780,"Madhouse","Romance"
"The Dangers in My Heart","TV","Manga",2023,"PG-13 - Teens 13 or older",8.23,373477,5534,"Shin-Ei Animation","Comedy, Romance"
"KonoSuba: An Explosion on This Wonderful World!","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.5,357633,1925,"Drive","Comedy, Fantasy"
"I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.34,344091,2257,"Millepensee","Action, Adventure, Fantasy"
"Skip and Loafer","TV","Manga",2023,"PG-13 - Teens 13 or older",8.12,304798,3552,"P.A. Works","Drama"
"Tonikawa: Over The Moon For You Season 2","TV","Manga",2023,"PG-13 - Teens 13 or older",7.61,269302,2482,"Seven Arcs","Comedy, Romance"
"Dead Mount Death Play","TV","Manga",2023,"R - 17+ (violence & profanity)",7.27,261042,1239,"Geek Toys","Action, Fantasy"
"Black Clover: Sword of the Wizard King","Movie","Manga",2023,"PG-13 - Teens 13 or older",7.99,243633,2760,"Pierrot","Action, Comedy, Fantasy"
"Insomniacs After School","TV","Manga",2023,"PG-13 - Teens 13 or older",8.07,242398,2248,"LIDENFILMS","Romance"
"Kamikatsu: Working for God in a Godless World","TV","Manga",2023,"R - 17+ (violence & profanity)",6.7,212973,740,"Studio Palette","Action, Comedy, Fantasy"
"The Ancient Magus' Bride Season 2","TV","Manga",2023,"PG-13 - Teens 13 or older",7.76,200085,1063,"Studio Kafka","Drama, Fantasy, Romance"
"The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.68,198030,998,"Magic Bus, EMT Squared","Action, Fantasy, Romance"
"Summoned to Another World for a Second Time","TV","Light novel",2023,"PG-13 - Teens 13 or older",5.67,172934,760,"Studio Elle","Adventure, Comedy, Fantasy, Romance"
"Why Raeliana Ended up at the Duke's Mansion","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.53,170199,1551,"Typhoon Graphics","Fantasy, Romance"
"A Galaxy Next Door","TV","Manga",2023,"PG-13 - Teens 13 or older",7.15,162365,615,"Asahi Production","Romance, Supernatural"
"In Another World With My Smartphone 2","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.42,156895,1045,"J.C.Staff","Adventure, Comedy, Fantasy, Romance"
"Ranking of Kings: The Treasure Chest of Courage","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.35,149841,622,"Wit Studio","Adventure, Fantasy"
"Rascal Does Not Dream of a Sister Venturing Out","Movie","Light novel",2023,"PG-13 - Teens 13 or older",7.76,145381,596,"CloverWorks","Drama, Romance, Supernatural"
"The Café Terrace and Its Goddesses","TV","Manga",2023,"PG-13 - Teens 13 or older",7.31,145172,685,"Tezuka Productions","Comedy, Romance, Ecchi"
"The Legendary Hero Is Dead!","TV","Web manga",2023,"PG-13 - Teens 13 or older",6.61,140673,401,"LIDENFILMS","Action, Comedy, Fantasy, Ecchi"
"My Home Hero","TV","Manga",2023,"R - 17+ (violence & profanity)",7.08,137872,463,"Tezuka Productions","Drama, Suspense"
"My One-Hit Kill Sister","TV","Manga",2023,"PG-13 - Teens 13 or older",6.32,116359,464,"Gekkou","Comedy, Fantasy"
"Mobile Suit Gundam: The Witch from Mercury Season 2","TV","Original",2023,"R - 17+ (violence & profanity)",7.91,99206,800,"Sunrise","Action, Sci-Fi"
"Sacrificial Princess and the King of Beasts","TV","Manga",2023,"PG-13 - Teens 13 or older",7.94,88480,633,"J.C.Staff","Fantasy, Romance"
"Kuma Kuma Kuma Bear Punch!","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.29,87601,441,"EMT Squared","Adventure, Comedy, Fantasy"
"Magical Destroyers","TV","Original",2023,"PG-13 - Teens 13 or older",6.26,79480,237,"Bibury Animation Studios","Action, Suspense"
"Edens Zero Season 2","TV","Manga",2023,"PG-13 - Teens 13 or older",7.43,75657,305,"J.C.Staff","Action, Adventure, Fantasy, Sci-Fi"
"My Clueless First Friend","TV","Manga",2023,"PG-13 - Teens 13 or older",7.51,73427,301,"Studio Signpost","Comedy, Romance"
"Otaku Elf","TV","Manga",2023,"PG-13 - Teens 13 or older",7.26,69804,205,"C2C","Comedy, Fantasy"
"Ao no Orchestra","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.16,63407,272,"Nippon Animation","Drama"
"Yuri is My Job!","TV","Manga",2023,"PG-13 - Teens 13 or older",6.68,59153,304,"Passione, Studio Lings","Comedy, Girls Love"
"Rokudo's Bad Girls","TV","Manga",2023,"PG-13 - Teens 13 or older",6.41,58094,118,"Satelight","Comedy, Romance"
"Psycho-Pass Movie: Providence","Movie","Original",2023,"R - 17+ (violence & profanity)",7.64,53921,170,"Production I.G","Action, Mystery, Sci-Fi, Suspense"
"Too Cute Crisis","TV","Manga",2023,"PG-13 - Teens 13 or older",6.81,44501,137,"SynergySP","Comedy, Sci-Fi"
"Birdie Wing: Golf Girls' Story Season 2","TV","Original",2023,"PG-13 - Teens 13 or older",7.56,36488,174,"Bandai Namco Pictures","Sports"
"The Marginal Service","TV","Original",2023,"PG-13 - Teens 13 or older",5.5,22926,65,"Studio 3Hz","Action, Sci-Fi"
"The iDOLM@STER Cinderella Girls: U149","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.69,17089,162,"CygamesPictures","Slice of Life"
"Tokyo Mew Mew New ♡ 2nd Season","TV","Manga",2023,"PG-13 - Teens 13 or older",6.71,15923,58,"Yumeta Company, Graphinica","Romance, Sci-Fi"
"Detective Conan Movie 26: Black Iron Submarine","Movie","Manga",2023,"PG-13 - Teens 13 or older",8.35,15194,103,"TMS Entertainment","Action, Mystery"
"Pretty Guardian Sailor Moon Cosmos the Movie","Movie","Manga",2023,"PG-13 - Teens 13 or older",7.82,14300,118,"Toei Animation, Studio Deen","Romance"
"Princess Principal: Crown Handler - Chapter 3","Movie","Original",2023,"R - 17+ (violence & profanity)",7.64,12891,24,"Actas","Action, Mystery"
"Sorcerous Stabber Orphen -Doom of Dragon's Sanctuary-","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.07,12013,38,"Studio Deen","Action, Adventure, Drama, Fantasy"
"Collar x Malice Movie: Deep Cover","Movie","Visual novel",2023,"R - 17+ (violence & profanity)",5.85,11150,46,"Studio Deen","Mystery, Romance, Suspense"
"Alice Gear Aegis Expansion","TV","Game",2023,"PG-13 - Teens 13 or older",5.72,11073,12,"Nomad","Action, Sci-Fi"
"Opus.COLORs","TV","Original",2023,"PG-13 - Teens 13 or older",5.72,9886,43,"C-Station","Sci-Fi"
"MIX Season 2","TV","Manga",2023,"PG-13 - Teens 13 or older",6.97,8285,18,"OLM","Drama, Romance, Sports"
"The Feast of Amrita","Movie","Original",2023,"R - 17+ (violence & profanity)",5.38,7686,10,"Zelico Film","Fantasy, Horror, Mystery"
"The Summer","Movie","Novel",2023,"PG-13 - Teens 13 or older",7.02,4998,27,"Red Dog Culture House","Drama, Girls Love"
"Eternal Boys Next Stage","Movie","Original",2023,"PG-13 - Teens 13 or older",6.45,1728,3,"LIDENFILMS","Slice of Life"
"Chibi Godzilla Raids Again","TV","Original",2023,"G - All Ages",6.75,1129,9,"Pie in the sky","Fantasy"
"YouTuNya","TV","Original",2023,"G - All Ages",5.73,771,1,"Lesprit","Comedy"
"Jujutsu Kaisen Season 2","TV","Manga",2023,"R - 17+ (violence & profanity)",8.76,1154305,24111,"MAPPA","Action, Supernatural"
"Mushoku Tensei: Jobless Reincarnation Season 2","TV","Light novel",2023,"R - 17+ (violence & profanity)",8.22,659664,7408,"Studio Bind","Adventure, Drama, Fantasy, Ecchi"
"Zom 100: Bucket List of the Dead","TV","Manga",2023,"R - 17+ (violence & profanity)",7.75,610733,4136,"BUG FILMS","Action, Comedy, Horror, Suspense"
"Horimiya: The Missing Pieces","TV","Manga",2023,"PG-13 - Teens 13 or older",8.15,380990,2862,"CloverWorks","Romance"
"Bleach: Thousand-Year Blood War - The Separation","TV","Manga",2023,"R - 17+ (violence & profanity)",8.7,343795,4746,"Pierrot","Action, Adventure, Supernatural"
"My Happy Marriage","TV","Novel",2023,"PG-13 - Teens 13 or older",7.72,334032,3152,"Kinema Citrus","Drama, Fantasy, Romance"
"Masamune-kun's Revenge R","TV","Manga",2023,"PG-13 - Teens 13 or older",7.23,230472,1318,"SILVER LINK.","Comedy, Romance"
"Bungo Stray Dogs 5","TV","Manga",2023,"R - 17+ (violence & profanity)",8.62,220023,2687,"Bones","Action, Mystery"
"The Girl I Like Forgot Her Glasses","TV","Manga",2023,"PG-13 - Teens 13 or older",7.14,215461,1479,"GoHands","Comedy, Romance"
"Rent-a-Girlfriend Season 3","TV","Manga",2023,"PG-13 - Teens 13 or older",7.03,194882,1011,"TMS Entertainment","Comedy, Romance"
"The Dreaming Boy is a Realist","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.63,188816,1091,"Studio Gokumi, AXsiZ","Comedy, Romance"
"Am I Actually the Strongest?","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.48,185397,568,"Staple Entertainment","Adventure, Fantasy"
"Reign of the Seven Spellblades","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.56,171253,788,"J.C.Staff","Action, Fantasy"
"Undead Murder Farce","TV","Novel",2023,"R - 17+ (violence & profanity)",7.86,167281,847,"Lapin Track","Fantasy, Mystery"
"Liar Liar","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.3,164043,687,"Geek Toys","Suspense"
"Dark Gathering","TV","Manga",2023,"R - 17+ (violence & profanity)",7.84,162541,1200,"OLM","Horror, Supernatural"
"The Devil is a Part-Timer! Season 2 Part 2","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.67,157631,335,"Studio 3Hz","Comedy, Supernatural"
"Reborn as a Vending Machine, I Now Wander the Dungeon","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.46,154392,370,"Studio Gokumi, AXsiZ","Comedy, Fantasy"
"My Unique Skill Makes Me OP Even at Level 1","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.22,138255,319,"Maho Film","Adventure, Fantasy"
"Rurouni Kenshin","TV","Manga",2023,"R - 17+ (violence & profanity)",7.62,137572,898,"LIDENFILMS","Action, Drama"
"Classroom for Heroes","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.05,133681,482,"Actas","Action, Fantasy, Ecchi"
"The Great Cleric","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.11,128985,367,"Yokohama Animation Laboratory, Cloud Hearts","Adventure, Comedy, Fantasy"
"My Tiny Senpai","TV","Web manga",2023,"PG-13 - Teens 13 or older",6.9,126116,450,"Project No.9","Comedy, Romance"
"The Boy and the Heron","Movie","Original",2023,"PG-13 - Teens 13 or older",7.6,119519,618,"Studio Ghibli","Adventure, Award Winning, Drama, Fantasy"
"The Masterful Cat Is Depressed Again Today","TV","Manga",2023,"PG-13 - Teens 13 or older",7.65,115400,715,"GoHands","Comedy"
"TenPuru: No One Can Live on Loneliness","TV","Web manga",2023,"PG-13 - Teens 13 or older",6.7,111008,420,"Gekkou","Comedy, Romance, Ecchi"
"Maboroshi","Movie","Original",2023,"PG-13 - Teens 13 or older",7.23,110821,593,"MAPPA","Award Winning, Drama"
"Helck","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.28,110603,327,"Satelight","Action, Fantasy"
"The Most Heretical Last Boss Queen: From Villainess to Savior","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.11,109360,513,"OLM","Fantasy"
"Sweet Reincarnation","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.7,98352,241,"SynergySP","Fantasy"
"The Duke of Death and His Maid Season 2","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.62,92614,334,"J.C.Staff","Comedy, Fantasy, Romance"
"Saint Cecilia and Pastor Lawrence","TV","4-koma manga",2023,"PG-13 - Teens 13 or older",7.37,90733,443,"Doga Kobo","Fantasy, Romance"
"Level 1 Demon Lord and One Room Hero","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.15,86792,215,"SILVER LINK., Blade","Comedy, Fantasy"
"Atelier Ryza: Ever Darkness & the Secret Hideout The Animation","TV","Game",2023,"PG-13 - Teens 13 or older",6.41,72948,230,"LIDENFILMS","Adventure, Fantasy"
"Sugar Apple Fairy Tale Part 2","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.64,69406,351,"J.C.Staff","Adventure, Drama, Fantasy, Romance"
"Ayaka: A Story of Bonds and Wounds","TV","Original",2023,"PG-13 - Teens 13 or older",6.43,50462,152,"Studio Blanc.","Fantasy"
"Synduality: Noir","TV","Mixed media",2023,"PG-13 - Teens 13 or older",6.82,50410,177,"8bit","Action, Sci-Fi"
"The Gene of AI","TV","Manga",2023,"PG-13 - Teens 13 or older",6.53,47837,120,"Madhouse","Drama, Sci-Fi, Suspense"
"Spy Classroom Season 2","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.15,47802,101,"feel.","Action, Mystery"
"Yohane the Parhelion: Sunshine in the Mirror","TV","Other",2023,"PG-13 - Teens 13 or older",6.86,41373,180,"Sunrise","Fantasy"
"Malevolent Spirits: Mononogatari 2nd Season","TV","Manga",2023,"PG-13 - Teens 13 or older",7.34,39913,111,"Bandai Namco Pictures","Action, Supernatural"
"FLCL: Grunge","TV","Original",2023,"PG-13 - Teens 13 or older",4.67,34313,170,"MontBlanc Pictures","Action, Avant Garde, Comedy, Sci-Fi"
"BanG Dream! It's MyGO!!!!!","TV","Mixed media",2023,"PG-13 - Teens 13 or older",8.24,31111,820,"SANZIGEN","Drama"
"Sound! Euphonium: Ensemble Contest Arc","Movie","Novel",2023,"PG-13 - Teens 13 or older",7.7,30657,59,"Kyoto Animation","Drama"
"Resident Evil: Death Island","Movie","Game",2023,"R - 17+ (violence & profanity)",6.67,9017,30,"TMS Entertainment, Quebico","Action, Horror, Sci-Fi"
"Sand Land","Movie","Manga",2023,"PG-13 - Teens 13 or older",7.23,7691,7,"Sunrise, Anima, Kamikaze Douga","Action, Adventure, Fantasy"
"Theatre of Darkness: Yamishibai 11","TV","Original",2023,"PG-13 - Teens 13 or older",5.83,7668,28,"ILCA, yell","Avant Garde, Horror, Supernatural"
"City Hunter The Movie: Angel Dust","Movie","Manga",2023,"PG-13 - Teens 13 or older",6.97,5441,11,"Sunrise, The Answer Studio","Action, Mystery"
"Spy x Family Movie: Code: White Manner Movie","Movie","Manga",2023,"G - All Ages",6.94,4868,13,"Wit Studio, CloverWorks","Comedy"
"Hyakushou Kizoku","TV","Manga",2023,"PG-13 - Teens 13 or older",6.73,4658,3,"Pie in the sky","Comedy"
"Cardfight!! Vanguard: will+Dress Season 3","TV","Original",2023,"PG-13 - Teens 13 or older",6.57,3651,17,"Kinema Citrus, GIFTanimation, Studio Jemi","Action"
"Precure All Stars Movie F","Movie","Original",2023,"G - All Ages",8.1,3598,42,"Toei Animation","Action"
"Shadowverse Flame: Seven Shadows-hen","TV","Card game",2023,"PG-13 - Teens 13 or older",6.78,3189,11,"Zexcs","Fantasy"
"Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomarikai","Movie","Original",2023,"R - 17+ (violence & profanity)",6.97,2272,5,"Pierrot","Comedy"
"Crayon Shin-chan Movie 31: Chounouryoku Daikessen - Tobe Tobe Temakizushi","Movie","Manga",2023,"G - All Ages",7.08,1899,13,"Shirogumi, Shin-Ei Animation","Adventure, Comedy"
"Ikimono-san","TV","Other",2023,"G - All Ages",5.89,1118,7,"New Deer","Avant Garde, Comedy"
"Frieren: Beyond Journey's End","TV","Manga",2023,"PG-13 - Teens 13 or older",9.31,1052912,64476,"Madhouse","Adventure, Drama, Fantasy"
"The Apothecary Diaries","TV","Light novel",2023,"PG-13 - Teens 13 or older",8.88,577671,17391,"OLM, TOHO animation STUDIO","Drama, Mystery"
"Spy x Family Season 2","TV","Manga",2023,"PG-13 - Teens 13 or older",8.06,575690,3613,"Wit Studio, CloverWorks","Action, Comedy"
"The Rising of the Shield Hero Season 3","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.1,474995,6099,"Kinema Citrus","Action, Adventure, Drama, Fantasy"
"The Eminence in Shadow Season 2","TV","Light novel",2023,"R - 17+ (violence & profanity)",8.3,451000,4862,"Nexus","Action, Comedy, Fantasy"
"Goblin Slayer II","TV","Light novel",2023,"R - 17+ (violence & profanity)",7.2,380933,3162,"LIDENFILMS","Action, Adventure, Fantasy"
"Shangri-La Frontier","TV","Manga",2023,"PG-13 - Teens 13 or older",8.09,369760,3024,"C2C","Action, Adventure, Fantasy"
"Dr. Stone: New World Part 2","TV","Manga",2023,"PG-13 - Teens 13 or older",8.32,346186,1514,"TMS Entertainment","Adventure, Comedy, Sci-Fi"
"Undead Unluck","TV","Manga",2023,"R - 17+ (violence & profanity)",7.76,307851,1750,"David Production","Action, Comedy"
"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You","TV","Manga",2023,"PG-13 - Teens 13 or older",7.72,274300,2685,"Bibury Animation Studios","Comedy, Romance"
"Ragna Crimson","TV","Manga",2023,"R - 17+ (violence & profanity)",7.55,237727,1428,"SILVER LINK.","Action, Fantasy"
"Tokyo Revengers: Tenjiku Arc","TV","Manga",2023,"R - 17+ (violence & profanity)",7.82,224031,1508,"LIDENFILMS","Action, Drama"
"Berserk of Gluttony","TV","Light novel",2023,"R - 17+ (violence & profanity)",6.73,218117,913,"A.C.G.T.","Action, Adventure, Fantasy"
"The Kingdoms of Ruin","TV","Manga",2023,"R - 17+ (violence & profanity)",6.22,207556,970,"Yokohama Animation Laboratory","Action, Drama, Fantasy, Sci-Fi"
"Our Dating Story: The Experienced You and The Inexperienced Me","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.75,198090,1514,"ENGI","Romance"
"Spy x Family Code: White","Movie","Manga",2023,"PG-13 - Teens 13 or older",8.13,191330,636,"Wit Studio, CloverWorks","Action, Comedy"
"The Demon Sword Master of Excalibur Academy","TV","Light novel",2023,"R - 17+ (violence & profanity)",6.2,157631,843,"Passione","Action, Fantasy"
"A Returner's Magic Should Be Special","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.06,152469,456,"Arvo Animation","Action, Fantasy"
"Ron Kamonohashi's Forbidden Deductions","TV","Manga",2023,"PG-13 - Teens 13 or older",7.5,148494,985,"Diomedéa","Comedy, Mystery"
"The Faraway Paladin: The Lord of the Rust Mountains","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.43,131299,377,"OLM, Sunrise Beyond","Action, Adventure, Fantasy"
"Dead Mount Death Play Part 2","TV","Manga",2023,"R - 17+ (violence & profanity)",7.45,130167,374,"Geek Toys","Action, Fantasy"
"I'm in Love with the Villainess","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.34,128495,1191,"Platinum Vision","Comedy, Fantasy, Girls Love"
"I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.16,122557,518,"Zero-G, Digital Network Animation","Comedy, Fantasy, Romance"
"The Vexations of a Shut-In Vampire Princess","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.15,120133,791,"Project No.9","Comedy, Fantasy"
"Rascal Does Not Dream of a Knapsack Kid","Movie","Light novel",2023,"PG-13 - Teens 13 or older",8.32,117961,487,"CloverWorks","Drama, Romance, Supernatural"
"Girlfriend, Girlfriend Season 2","TV","Manga",2023,"PG-13 - Teens 13 or older",7.01,112386,412,"SynergySP","Comedy, Romance"
"The Ancient Magus' Bride Season 2 Part 2","TV","Manga",2023,"PG-13 - Teens 13 or older",7.9,107903,318,"Studio Kafka","Drama, Fantasy, Romance"
"The Saint's Magic Power is Omnipotent Season 2","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.43,95858,352,"Diomedéa","Fantasy, Romance"
"My Daughter Left the Nest and Returned an S-Rank Adventurer","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.76,93901,208,"Typhoon Graphics","Action, Adventure, Fantasy"
"Migi & Dali","TV","Manga",2023,"PG-13 - Teens 13 or older",7.71,91193,594,"Geek Toys, CompTown","Comedy, Mystery, Suspense"
"A Playthrough of a Certain Dude's VRMMO Life","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.39,90542,207,"Maho Film","Action, Adventure, Comedy, Fantasy"
"Tearmoon Empire","TV","Light novel",2023,"PG-13 - Teens 13 or older",7.21,85534,316,"SILVER LINK.","Comedy"
"The Seven Deadly Sins: Four Knights of the Apocalypse","TV","Manga",2023,"PG-13 - Teens 13 or older",7.27,81102,421,"Telecom Animation Film","Action, Adventure, Fantasy"
"A Girl & Her Guard Dog","TV","Manga",2023,"PG-13 - Teens 13 or older",5.67,79659,506,"Project No.9","Romance"
"MF Ghost","TV","Manga",2023,"PG-13 - Teens 13 or older",7.56,76313,680,"Felix Film","Drama"
"Shy","TV","Manga",2023,"PG-13 - Teens 13 or older",6.72,75628,213,"8bit","Action, Drama"
"Under Ninja","TV","Manga",2023,"R - 17+ (violence & profanity)",6.9,73014,330,"Tezuka Productions","Action"
"After-School Hanako-kun","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.09,69706,420,"Lerche","Comedy, Supernatural"
"Overtake!","TV","Original",2023,"PG-13 - Teens 13 or older",7.49,67269,467,"TROYCA","Drama"
"The Yuzuki Family's Four Sons","TV","Manga",2023,"PG-13 - Teens 13 or older",7.88,65232,360,"Shuka","Slice of Life"
"My New Boss Is Goofy","TV","Web manga",2023,"PG-13 - Teens 13 or older",7.92,63555,607,"A-1 Pictures","Slice of Life"
"The Family Circumstances of the Irregular Witch","TV","4-koma manga",2023,"PG-13 - Teens 13 or older",6.77,61520,151,"A-Real","Comedy, Fantasy"
"16bit Sensation: Another Layer","TV","Web manga",2023,"PG-13 - Teens 13 or older",6.9,57590,237,"Silver","Comedy, Sci-Fi"
"Stardust Telepath","TV","4-koma manga",2023,"PG-13 - Teens 13 or older",7.15,56121,332,"Studio Gokumi","Comedy"
"I Shall Survive Using Potions!","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.55,51562,76,"Jumondo","Adventure, Fantasy"
"Arknights: Perish in Frost","TV","Game",2023,"PG-13 - Teens 13 or older",7.57,49821,302,"Yostar Pictures","Action, Fantasy"
"Butareba -The Story of a Man Who Turned into a Pig-","TV","Light novel",2023,"PG-13 - Teens 13 or older",6.29,46469,96,"Project No.9","Adventure, Fantasy"
"Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Movie","Movie","Light novel",2023,"PG-13 - Teens 13 or older",7.01,41723,168,"SILVER LINK.","Comedy, Fantasy, Romance"
"Protocol: Rain","TV","Original",2023,"PG-13 - Teens 13 or older",6.1,40882,119,"Quad","Action"
"Paradox Live the Animation","TV","Mixed media",2023,"PG-13 - Teens 13 or older",6.86,40546,437,"PINE JAM","Drama, Sci-Fi"
"Firefighter Daigo: Rescuer in Orange","TV","Manga",2023,"PG-13 - Teens 13 or older",6.7,29305,71,"Brain's Base","Action, Drama"
"KamiErabi GOD.app","TV","Original",2023,"R - 17+ (violence & profanity)",5.82,27277,73,"Unend","Action, Suspense"
"Uma Musume: Pretty Derby Season 3","TV","Game",2023,"PG-13 - Teens 13 or older",7.6,25114,92,"Studio Kai","Sports"
"My Hero Academia: UA Heroes Battle","Movie","Manga",2023,"PG-13 - Teens 13 or older",6.74,24638,30,"Bones","Action"
"FLCL: Shoegaze","TV","Original",2023,"PG-13 - Teens 13 or older",6.18,21388,53,"Production I.G, Nut, Akatsuki","Action, Avant Garde, Comedy, Sci-Fi"
"Captain Tsubasa: Junior Youth Arc","TV","Manga",2023,"G - All Ages",7.42,15335,110,"Studio Kai","Sports"
"Bullbuster","TV","Mixed media",2023,"PG-13 - Teens 13 or older",6.18,13623,23,"Nut","Action, Sci-Fi"
"HYPNOSISMIC -Division Rap Battle- Rhyme Anima PLUS","TV","Mixed media",2023,"R - 17+ (violence & profanity)",6.86,12124,107,"A-1 Pictures","Sci-Fi"
"Digimon Adventure 02: The Beginning","Movie","Original",2023,"PG-13 - Teens 13 or older",6.76,11755,30,"Yumeta Company","Action, Adventure, Comedy, Drama, Fantasy"
"Kaina of the Great Snow Sea: Star Sage","Movie","Original",2023,"PG-13 - Teens 13 or older",7.02,11264,21,"Polygon Pictures","Adventure, Drama, Fantasy"
"The Concierge","Movie","Manga",2023,"PG-13 - Teens 13 or older",7.47,10033,26,"Production I.G","Fantasy, Slice of Life"
